expense_id,amount,merchant,description,category
EXP02394,183.27,Campus Bookstore,academic books,education
EXP02395,337.31,Campus Bookstore,school supplies,education
EXP02396,1576.47,Apartment Complex,apartment rent,rent
EXP02397,234.54,Macy's,cosmetics,shopping
EXP02398,18.7,McDonald's,Big Mac meal,food
EXP02399,251.31,Best Buy,tech accessories,shopping
EXP02400,11.59,Subway,cookies and drink,food
EXP02401,66.88,Uber,late night ride,transport
EXP02402,11.96,PlayStation Store,DLC purchase,entertainment
EXP02403,152.64,Walmart,pharmacy items,shopping
EXP02404,90.16,Coursera,skill development,education
EXP02405,40.59,Water Department,utility water bill,utilities
EXP02406,27.12,Walmart,garden supplies,shopping
EXP02407,99.46,H&M,seasonal wear,shopping
EXP02408,894.77,Landlord Services,residential rent,rent
EXP02409,107.76,Progressive,monthly auto premium,insurance
EXP02410,39.79,Yoga Studio,wellness session,fitness
EXP02411,74.77,Peoples Gas,natural gas bill,utilities
EXP02412,193.3,State Farm,car insurance premium,insurance
EXP02413,5.16,Starbucks,cappuccino and pastry,food
EXP02414,176.36,State Farm,vehicle coverage,insurance
EXP02415,98.72,BP,highway gas station,transport
EXP02416,23.56,Lyft,ride to meeting,transport
EXP02417,175.41,Macy's,jewelry gift,shopping
EXP02418,34.78,Khan Academy,learning platform,education
EXP02419,13.86,Metro Transit,daily transit fare,transport
EXP02420,222.48,Southwest Airlines,weekend trip flight,travel
EXP02421,180.37,Progressive,vehicle insurance,insurance
EXP02422,44.44,CVS Pharmacy,pharmacy pickup,healthcare
EXP02423,359.64,Southwest Airlines,weekend trip flight,travel
EXP02424,99.16,Amazon,electronics gadget,shopping
EXP02425,2115.47,Property Management,apartment fee,rent
EXP02426,211.15,Family Clinic,routine examination,healthcare
EXP02427,120.32,Concert Venue,band performance,entertainment
EXP02428,10.91,Google Play,in-app purchase,technology
EXP02429,64.42,Lyft,shared ride,transport
EXP02430,41.9,Macy's,cosmetics,shopping
EXP02431,14.63,Disney+,annual subscription,entertainment
EXP02432,125.19,Marriott Hotel,3 nights stay,travel
EXP02433,121.96,Best Buy,computer mouse,technology
EXP02434,42.79,MetLife,healthcare supplement,insurance
EXP02435,78.77,Steam,AAA game title,entertainment
EXP02436,192.08,Home Depot,garden tools,shopping
EXP02437,254.5,ComEd,electric service,utilities
EXP02438,30.43,Khan Academy,educational subscription,education
EXP02439,232.72,Family Clinic,doctor visit,healthcare
EXP02440,80.06,Nike Store,athletic shoes,fitness
EXP02441,4.95,Google Play,digital content,technology
EXP02442,177.22,Xfinity,cable and internet,utilities
EXP02443,9.76,Khan Academy,educational subscription,education
EXP02444,198.02,Liberty Mutual,protection plan,insurance
EXP02445,351.07,Southwest Airlines,flight booking,travel
EXP02446,127.85,Xfinity,cable and internet,utilities
EXP02447,1079.48,Microsoft Store,Microsoft hardware,technology
EXP02448,731.29,Best Buy,phone charger,shopping
EXP02449,161.84,Airbnb,holiday rental,travel
EXP02450,27.96,PlayStation Store,PS Plus subscription,entertainment
EXP02451,152.47,Macy's,jewelry gift,shopping
EXP02452,207.97,Campus Bookstore,academic books,education
EXP02453,171.61,Parking Authority,monthly parking pass,transport
EXP02454,16.64,Netflix,family plan,entertainment
EXP02455,355.43,Allstate,property premium,insurance
EXP02456,43.06,H&M,jeans and tops,shopping
EXP02457,210.11,AT&T,monthly service,utilities
EXP02458,819.81,Samsung,smartwatch,technology
EXP02459,118.93,Target,seasonal items,shopping
EXP02460,214.87,Progressive,driving insurance,insurance
EXP02461,193.14,Liberty Mutual,insurance coverage,insurance
EXP02462,9.54,Subway,Italian BMT,food
EXP02463,6.9,Google Play,digital content,technology
EXP02464,141.51,State Farm,auto coverage,insurance
EXP02465,20.0,ComEd,electric service,utilities
EXP02466,290.54,Airbnb,vacation rental,travel
EXP02467,87.32,Physical Therapy,therapeutic care,healthcare
EXP02468,68.68,Walgreens,prescription drugs,healthcare
EXP02469,502.07,Microsoft Store,Office 365 subscription,technology
EXP02470,228.73,Sports Authority,athletic supplies,fitness
EXP02471,553.35,Blue Cross Blue Shield,monthly health plan,insurance
EXP02472,60.76,Waste Management,waste pickup service,utilities
EXP02473,57.15,Lyft,work commute,transport
EXP02474,27.88,Google Play,premium app,technology
EXP02475,194.88,Physical Therapy,rehabilitation,healthcare
EXP02476,176.17,Concert Venue,concert tickets,entertainment
EXP02477,395.81,Costco,warehouse shopping,shopping
EXP02478,116.85,H&M,jeans and tops,shopping
EXP02479,215.1,Hilton Hotels,hotel reservation,travel
EXP02480,36.36,Uber,grocery store trip,transport
EXP02481,61.93,Whole Foods,weekly shopping,food
EXP02482,775.08,Apple Store,iPad tablet,technology
EXP02483,28.77,Parking Authority,event parking,transport
EXP02484,127.17,Whole Foods,fresh produce,food
EXP02485,171.84,State Farm,car insurance premium,insurance
EXP02486,1107.8,Property Management,monthly apartment rent,rent
EXP02487,27.17,Chipotle,chicken burrito,food
EXP02488,75.23,Chevron,gasoline purchase,transport
EXP02489,22.68,Planet Fitness,health club,fitness
EXP02490,5.53,Spotify,family music plan,entertainment
EXP02491,214.4,Amazon Books,reference books,education
EXP02492,12.09,Metro Transit,monthly bus pass,transport
EXP02493,42.98,CVS Pharmacy,flu medication,healthcare
EXP02494,113.39,Whole Foods,healthy snacks,food
EXP02495,302.83,Amazon Tech,tech gadgets,technology
EXP02496,788.43,Microsoft Store,Microsoft hardware,technology
EXP02497,180.68,Coursera,certification program,education
EXP02498,371.53,Allstate,house insurance,insurance
EXP02499,108.02,Metro Transit,subway ticket,transport
EXP02500,1353.02,Landlord Services,housing cost,rent
EXP02501,20.0,Water Department,monthly water service,utilities
EXP02502,30.8,Steam,game download,entertainment
EXP02503,42.02,Water Department,monthly water service,utilities
EXP02504,97.94,Enterprise Rental,business trip rental,travel
EXP02505,76.25,Target,seasonal items,shopping
EXP02506,1774.29,Real Estate Rental,housing rental,rent
EXP02507,132.6,Metro Transit,public transport,transport
EXP02508,43.49,Shell,gas tank fill-up,transport
EXP02509,175.64,Physical Therapy,physical treatment,healthcare
EXP02510,86.94,Enterprise Rental,weekend car rental,travel
EXP02511,67.98,Chevron,oil change service,transport
EXP02512,312.28,Hilton Hotels,family vacation hotel,travel
EXP02513,351.5,Allstate,property insurance,insurance
EXP02514,170.87,Delta Airlines,domestic flight,travel
EXP02515,732.17,Best Buy,phone charger,technology
EXP02516,188.02,AT&T,monthly service,utilities
EXP02517,138.5,Trader Joe's,grocery run,food
EXP02518,109.36,Walmart,clothing basics,shopping
EXP02519,414.72,Microsoft Store,Surface laptop,technology
EXP02520,13.79,Disney+,family entertainment,entertainment
EXP02521,51.76,BP,highway gas station,transport
EXP02522,5.39,Spotify,music streaming,entertainment
EXP02523,71.87,Peoples Gas,heating bill,utilities
EXP02524,199.37,Hilton Hotels,travel accommodation,travel
EXP02525,22.1,CVS Pharmacy,prescription refill,healthcare
EXP02526,328.17,Allstate,property premium,insurance
EXP02527,37.98,Walgreens,prescription drugs,healthcare
EXP02528,1786.86,Real Estate Rental,monthly lease,rent
EXP02529,33.92,Coursera,professional course,education
EXP02530,491.21,Best Buy,video game,shopping
EXP02531,146.93,Personal Trainer,personal fitness,fitness
EXP02532,80.11,BP,regular gas fill,transport
EXP02533,20.77,McDonald's,quarter pounder combo,food
EXP02534,29.53,Yoga Studio,yoga classes,fitness
EXP02535,42.79,Water Department,monthly water service,utilities
EXP02536,117.52,Metro Transit,monthly bus pass,transport
EXP02537,45.67,AMC Theaters,IMAX movie,entertainment
EXP02538,61.55,Nike Store,athletic shoes,fitness
EXP02539,36.59,Yoga Studio,yoga classes,fitness
EXP02540,116.11,AT&T,telecom services,utilities
EXP02541,117.97,CVS Pharmacy,over-the-counter medicine,healthcare
EXP02542,97.39,Xfinity,wifi service,utilities
EXP02543,152.68,Nike Store,athletic shoes,fitness
EXP02544,141.91,Hilton Hotels,family vacation hotel,travel
EXP02545,109.34,Concert Venue,concert tickets,entertainment
EXP02546,35.65,Water Department,water usage charge,utilities
EXP02547,37.49,Peoples Gas,monthly gas usage,utilities
EXP02548,30.51,Khan Academy,academic support,education
EXP02549,70.85,Personal Trainer,exercise coaching,fitness
EXP02550,102.42,Enterprise Rental,business trip rental,travel
EXP02551,233.89,Apple Store,iPhone purchase,technology
EXP02552,147.56,Metro Transit,daily transit fare,transport
EXP02553,12.63,Disney+,monthly Disney plan,entertainment
EXP02554,720.39,Best Buy,laptop computer,technology
EXP02555,115.82,Chevron,oil change service,transport
EXP02556,705.26,Samsung,smartwatch,technology
EXP02557,66.92,Metro Transit,monthly bus pass,transport
EXP02558,15.89,Domino's,pizza pickup order,food
EXP02559,33.07,Pizza Hut,medium cheese pizza,food
EXP02560,226.75,Southwest Airlines,travel to Chicago,travel
EXP02561,83.87,Chevron,gasoline purchase,transport
EXP02562,670.34,Samsung,phone accessories,technology
EXP02563,116.49,Southwest Airlines,weekend trip flight,travel
EXP02564,1189.22,Landlord Services,housing cost,rent
EXP02565,148.66,Trader Joe's,specialty items,food
EXP02566,39.31,Domino's,two medium pizzas,food
EXP02567,27.63,AMC Theaters,evening show tickets,entertainment
EXP02568,24.64,Yoga Studio,wellness session,fitness
EXP02569,384.13,Allstate,homeowners coverage,insurance
EXP02570,73.0,Whole Foods,healthy snacks,food
EXP02571,1143.58,University,education payment,education
EXP02572,130.86,Whole Foods,weekly shopping,food
EXP02573,76.17,Walmart,household supplies,shopping
EXP02574,97.29,Trader Joe's,organic vegetables,food
EXP02575,99.68,Campus Bookstore,study materials,education
EXP02576,1252.76,University,student fees,education
EXP02577,76.19,ComEd,electricity usage,utilities
EXP02578,10.53,Subway,veggie delite,food
EXP02579,345.74,Amazon Books,study materials,education
EXP02580,1696.2,Housing Authority,housing payment,rent
EXP02581,92.45,Xfinity,broadband service,utilities
EXP02582,119.55,Physical Therapy,physical treatment,healthcare
EXP02583,12.11,Uber,grocery store trip,transport
EXP02584,66.82,Shell,premium gasoline,transport
EXP02585,38.56,Concert Venue,live music event,entertainment
EXP02586,31.14,Lyft,airport pickup,transport
EXP02587,1519.72,Real Estate Rental,real estate rent,rent
EXP02588,118.19,Water Department,monthly water service,utilities
EXP02589,115.29,State Farm,monthly car insurance,insurance
EXP02590,13.55,KFC,colonel's meal,food
EXP02591,13.58,Starbucks,breakfast sandwich,food
EXP02592,90.6,Udemy,programming course,education
EXP02593,127.41,Udemy,skill training,education
EXP02594,1101.79,Apple Store,AirPods headphones,technology
EXP02595,295.82,Best Buy,computer mouse,shopping
EXP02596,7.78,Google Play,digital content,technology
EXP02597,20.0,Water Department,utility water bill,utilities
EXP02598,17.0,Yoga Studio,mindfulness class,fitness
EXP02599,122.86,Xfinity,wifi service,utilities
EXP02600,144.75,Progressive,car coverage,insurance
EXP02601,30.08,Waste Management,monthly trash bill,utilities
EXP02602,205.22,Dental Office,cavity filling,healthcare
EXP02603,12.65,Netflix,monthly renewal,entertainment
EXP02604,86.15,Nike Store,exercise equipment,fitness
EXP02605,439.18,Samsung,Galaxy smartphone,technology
EXP02606,37.18,CVS Pharmacy,prescription refill,healthcare
EXP02607,72.66,Uber,grocery store trip,transport
EXP02608,354.68,Dental Office,oral care,healthcare
EXP02609,136.45,Allstate,home insurance,insurance
EXP02610,1309.11,Landlord Services,monthly rent,rent
EXP02611,41.69,Walmart,clothing basics,shopping
EXP02612,110.67,Shell,car wash service,transport
EXP02613,177.89,Macy's,cosmetics,shopping
EXP02614,112.8,MetLife,supplemental coverage,insurance
EXP02615,34.21,Water Department,water usage charge,utilities
EXP02616,176.99,Concert Venue,music concert,entertainment
EXP02617,92.47,Water Department,water and sewer bill,utilities
EXP02618,47.5,Shell,convenience items,transport
EXP02619,149.58,Trader Joe's,organic vegetables,food
EXP02620,55.62,Liberty Mutual,protection plan,insurance
EXP02621,133.97,State Farm,auto coverage,insurance
EXP02622,99.17,Nike Store,fitness gear,fitness
EXP02623,14.33,Spotify,family music plan,entertainment
EXP02624,563.14,Delta Airlines,roundtrip ticket,travel
EXP02625,25.94,Home Depot,garden tools,shopping
EXP02626,24.03,Domino's,two medium pizzas,food
EXP02627,2118.71,Apartment Complex,monthly housing,rent
EXP02628,602.92,Delta Airlines,roundtrip ticket,travel
EXP02629,58.58,Shell,convenience items,transport
EXP02630,141.55,Nike Store,exercise equipment,fitness
EXP02631,1370.7,Apple Store,AirPods headphones,technology
EXP02632,187.66,Coursera,online course,education
EXP02633,86.37,Amazon Tech,cables and adapters,technology
EXP02634,691.86,Expedia,travel reservation,travel
EXP02635,71.82,H&M,jeans and tops,shopping
EXP02636,24.53,Sports Authority,sports equipment,fitness
EXP02637,35.4,Planet Fitness,workout membership,fitness
EXP02638,101.47,Walmart,household supplies,shopping
EXP02639,197.71,Whole Foods,weekly shopping,food
EXP02640,53.82,Metro Transit,monthly bus pass,transport
EXP02641,81.25,Chevron,car maintenance,transport
EXP02642,157.29,Enterprise Rental,vacation car rental,travel
EXP02643,1613.67,Housing Authority,rental assistance,rent
EXP02644,1432.1,Landlord Services,property rent,rent
EXP02645,101.26,Hilton Hotels,family vacation hotel,travel
EXP02646,13.9,KFC,zinger burger combo,food
EXP02647,210.53,Eye Care Center,optical services,healthcare
EXP02648,36.07,Pizza Hut,large pepperoni pizza,food
EXP02649,51.75,LA Fitness,workout facility,fitness
EXP02650,76.33,CVS Pharmacy,vitamins and supplements,healthcare
EXP02651,20.0,Peoples Gas,natural gas bill,utilities
EXP02652,4.84,Metro Transit,weekly pass,transport
EXP02653,111.51,Xfinity,cable and internet,utilities
EXP02654,7805.23,University,semester tuition,education
EXP02655,5.37,Starbucks,iced coffee,food
EXP02656,143.35,State Farm,monthly car insurance,insurance
EXP02657,143.94,Airbnb,holiday rental,travel
EXP02658,346.6,Hilton Hotels,hotel reservation,travel
EXP02659,97.6,Eye Care Center,vision test,healthcare
EXP02660,688.63,Delta Airlines,vacation flight,travel
EXP02661,137.92,CVS Pharmacy,prescription refill,healthcare
EXP02662,157.21,Peoples Gas,monthly gas usage,utilities
EXP02663,71.21,Personal Trainer,training session,fitness
EXP02664,42.26,LA Fitness,gym membership fee,fitness
EXP02665,194.23,Macy's,cosmetics,shopping
EXP02666,71.87,LA Fitness,monthly gym dues,fitness
EXP02667,74.65,Lyft,weekend trip,transport
EXP02668,968.3,Landlord Services,residential rent,rent
EXP02669,97.87,Udemy,business course,education
EXP02670,52.7,Steam,game download,entertainment
EXP02671,163.32,Liberty Mutual,insurance coverage,insurance
EXP02672,91.7,H&M,spring fashion,shopping
EXP02673,194.82,Coursera,professional course,education
EXP02674,87.93,Enterprise Rental,vacation car rental,travel
EXP02675,158.88,Xfinity,broadband service,utilities
EXP02676,53.41,PlayStation Store,game download,entertainment
EXP02677,184.19,Parking Authority,airport parking,transport
EXP02678,534.14,Expedia,travel reservation,travel
EXP02679,1782.39,Housing Authority,housing payment,rent
EXP02680,67.71,MetLife,vision insurance,insurance
EXP02681,111.66,Amazon Books,textbooks,education
EXP02682,18.56,Planet Fitness,monthly gym membership,fitness
EXP02683,108.61,H&M,accessories,shopping
EXP02684,28.85,KFC,chicken tenders,food
EXP02685,203.49,Amazon Books,academic resources,education
EXP02686,765.41,Best Buy,tech accessories,technology
EXP02687,65.6,Nike Store,exercise equipment,fitness
EXP02688,14.43,Starbucks,breakfast sandwich,food
EXP02689,84.04,Walmart,household supplies,shopping
EXP02690,49.22,Lyft,shared ride,transport
EXP02691,176.98,Parking Authority,airport parking,transport
EXP02692,33.28,Whole Foods,weekly shopping,food
EXP02693,79.32,H&M,spring fashion,shopping
EXP02694,23.49,Chipotle,carnitas tacos,food
EXP02695,216.76,State Farm,monthly car insurance,insurance
EXP02696,77.61,LA Fitness,health club membership,fitness
EXP02697,27.07,Shell,car wash service,transport
EXP02698,353.18,Marriott Hotel,vacation lodging,travel
EXP02699,105.03,Personal Trainer,workout training,fitness
EXP02700,271.97,Hilton Hotels,conference hotel,travel
EXP02701,183.24,Microsoft Store,Windows software,technology
EXP02702,53.31,CVS Pharmacy,prescription refill,healthcare
EXP02703,6.86,Spotify,premium subscription,entertainment
